At_gene	NAME	GWEIGHT	s1	s3	s5	r1	r3	r5
AT2G38470	WRKY33	1.000000	2.740425	1.573298	3.934888	2.749734	2.495812	1.567768
AT5G54840	SGP1	1.000000	1.116794	0.257825	1.906024	1.083514	0.820973	0.204515
AT1G22180	F16L1.9 protein	1.000000	1.449322	0.095927	2.123384	1.101851	0.868791	0.286784
AT2G19590	ATACO1	1.000000	1.899093	0.045248	3.356763	1.508668	0.595905	-0.680759
AT4G38030	Rhamnogalacturonate lyase family protein	1.000000	3.331911	2.402768	5.898760	6.670535	7.425037	0.174361
AT3G06490	Transcription factor MYB108	1.000000	2.544634	2.130623	4.687325	6.104697	5.543612	0.201193
AT5G47530	Cytochrome b561 and DOMON domain-containing protein At5g47530	1.000000	0.472787	-0.014943	1.039873	1.298232	1.138488	-0.365066
AT5G64260	EXL2	1.000000	1.058030	0.904625	1.705630	1.738834	1.639277	0.148873
AT5G13700	Polyamine oxidase 1	1.000000	0.941199	0.795804	1.933742	2.294572	1.761697	-0.699302
AT4G01550	NAC domain-containing protein 69	1.000000	0.708620	0.676457	1.576343	2.101554	1.638709	-0.545640
AT5G56520	At5g56520	1.000000	0.589137	0.409533	1.503179	1.990605	1.396752	-0.553459
AT4G04480	Putative uncharacterized protein	1.000000	2.967029	3.529843	4.543374	5.559577	5.067199	1.841221
AT4G26270	ATP-dependent 6-phosphofructokinase 3	1.000000	1.719937	0.758794	3.360126	3.242497	2.716395	0.018378
AT5G09500	40S ribosomal protein S15-3	1.000000	0.840743	0.545615	1.531981	1.413439	1.045470	0.001659
AT1G26390	Berberine bridge enzyme-like 4	1.000000	5.729284	4.200192	7.193128	6.501191	5.654736	2.612878
AT2G47550	Probable pectinesterase/pectinesterase inhibitor 20	1.000000	3.077179	0.885818	4.653006	3.024959	3.179621	-0.470342
AT5G13330	Rap2.6L	1.000000	3.102610	2.042954	4.255345	3.230353	3.949977	1.605260
AT4G33565	RING-finger domain-containing protein	1.000000	1.464063	0.977099	1.900930	1.543001	1.731747	0.757613
AT5G43170	Zinc finger protein AZF3	1.000000	1.856300	0.684794	2.531481	1.833734	2.156738	0.362418
AT5G04720	Probable disease resistance protein At5g04720	1.000000	1.836639	1.075836	2.147747	1.929471	2.045603	0.657755
AT3G26170	Cytochrome P450 71B19	1.000000	3.591658	3.011211	4.579682	4.117934	4.463619	1.647118
AT1G73500	MKK9	1.000000	1.164039	0.910517	1.911202	1.401733	1.766805	-0.449766
AT1G77120	Alcohol dehydrogenase class-P	1.000000	0.684985	0.600297	2.162843	1.856139	2.344779	-1.157578
AT2G37760	Aldo-keto reductase family 4 member C8	1.000000	2.542485	2.099515	3.243286	3.009930	3.280869	1.618858
AT1G34370	Protein SENSITIVE TO PROTON RHIZOTOXICITY 1	1.000000	0.798943	0.296736	1.423352	1.206532	1.231493	-0.234725
AT3G02875	IAA-amino acid hydrolase ILR1	1.000000	1.070209	0.881239	1.313987	1.329442	1.272349	0.130016
AT3G15500	NAC3	1.000000	3.889154	3.711499	6.795523	4.893862	5.734799	1.482886
AT1G68610	Protein PLANT CADMIUM RESISTANCE 11	1.000000	2.343875	2.230666	4.436112	3.179542	3.565020	0.320422
AT5G26340	STP13	1.000000	2.636181	2.549468	5.315549	3.833298	4.168158	0.933852
AT5G09620	Gb|AAD14519.1	1.000000	0.946824	0.944274	1.346345	1.035727	1.153064	0.305713
AT5G24470	Two-component response regulator-like APRR5	1.000000	-0.237937	-0.190464	2.588103	1.280783	1.560676	-0.074126
AT5G16770	Myb domain protein 9	1.000000	-0.129987	0.249572	2.674272	1.717870	1.640406	0.614896
AT4G36010	Pathogenesis-related thaumatin family protein	1.000000	0.082452	0.529616	2.812804	2.171418	2.127171	0.380713
AT5G37260	Protein REVEILLE 2	1.000000	0.044923	0.290442	1.922483	1.379364	1.287943	-0.327846
AT2G18480	Probable polyol transporter 3	1.000000	2.090209	3.258029	7.624732	6.006113	5.740913	1.713519
AT3G49780	Phytosulfokines 3	1.000000	0.609449	0.635748	1.812464	1.215129	1.884011	0.590122
AT1G76070	Uncharacterized protein At1g76070	1.000000	0.907004	0.929876	1.817024	1.376970	1.908804	0.866982
AT3G53180	Nodulin/glutamine synthase-like protein	1.000000	1.733157	1.665601	4.641023	3.139754	4.169403	1.286154
AT5G25560	CHY and CTCHY and RING-type zinc finger protein	1.000000	0.755826	0.864568	1.884281	1.236129	2.107741	0.380410
AT5G48180	Nitrile-specifier protein 5	1.000000	2.454690	3.302679	5.459382	4.073434	5.425583	2.040845
AT5G53970	Probable aminotransferase TAT2	1.000000	1.146721	1.520477	2.927926	1.832320	2.414948	0.610878
AT1G22570	Protein NRT1/ PTR FAMILY 5.15	1.000000	1.402681	1.495450	3.231563	1.896936	2.811099	0.754844
AT1G02850	Beta-glucosidase 11	1.000000	2.493384	3.091520	4.825856	3.298791	4.469645	2.095577
AT3G50030	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein	1.000000	1.621997	0.747800	3.595635	2.727562	3.141454	0.807525
AT5G41610	Cation/H(+) antiporter 18	1.000000	0.748731	0.419038	1.636188	1.468574	1.526639	0.316504
AT3G53810	L-type lectin-domain containing receptor kinase IV.2	1.000000	1.488029	0.839460	2.620374	2.347745	2.468335	0.884766
AT3G26160	Cytochrome P450 71B17	1.000000	1.304839	0.790791	2.531819	2.485985	2.240015	0.694139
AT1G14130	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase-like protein	1.000000	1.472450	1.225958	2.691802	2.225943	2.241759	0.878928
AT1G10150	Protein PHLOEM PROTEIN 2-LIKE A10	1.000000	0.155622	0.203966	1.407277	1.335907	1.299906	-0.029573
AT5G44990	Glutathione S-transferase family protein	1.000000	2.458723	1.969736	5.464159	5.061457	5.094413	2.252334
AT1G01480	1-aminocyclopropane-1-carboxylate synthase 2	1.000000	4.161146	2.597621	5.554722	5.259625	6.160274	2.098604
AT1G07160	Probable protein phosphatase 2C 2	1.000000	2.961672	1.901979	4.786205	4.610480	5.274320	1.727251
AT5G15120	Plant cysteine oxidase 1	1.000000	0.063208	-0.201565	2.126784	2.274300	1.189164	0.304679
AT2G24250	F-box/kelch-repeat protein At2g24250	1.000000	-0.789490	-1.404301	1.080447	1.182384	0.001644	-0.890403
AT5G49620	myb domain protein 78	1.000000	0.176576	-0.257409	3.739030	2.864916	1.705734	0.280479
AT1G21390	Emb2170	1.000000	1.209518	0.794826	2.310365	2.069380	1.628593	1.263638
AT2G26150	Heat stress transcription factor A-2	1.000000	1.710822	0.954270	3.346282	3.626660	1.578435	0.190695
AT3G54680	AT3g54680/T5N23_40	1.000000	0.543902	0.504539	1.658508	1.690788	1.013689	-0.197216
AT3G23110	Disease resistance protein	1.000000	2.256863	2.246970	4.046588	3.958934	3.104798	1.907459
AT4G24275	At4g24275	1.000000	0.825208	0.688714	1.349330	1.944774	1.158667	0.384149
AT5G65240	Probable LRR receptor-like serine/threonine-protein kinase	1.000000	1.074918	0.312457	1.398120	2.397165	1.335049	0.452531
AT5G64660	U-box domain-containing protein 27	1.000000	1.313297	0.402760	2.191540	3.144122	1.777206	1.103380
AT5G46540	ABC transporter B family member 7	1.000000	0.879872	-0.064804	2.192536	3.841632	1.358853	0.407973
AT2G43590	Endochitinase At2g43590	1.000000	1.612923	1.081274	1.597829	2.191866	0.447212	-0.534807
AT4G36930	SPT	1.000000	-0.734532	-0.041868	0.332324	1.385380	-1.324100	-1.796351
AT3G07480	2Fe-2S ferredoxin-like superfamily protein	1.000000	-0.172562	-0.634964	0.840280	1.117136	-1.563967	-1.368671
AT3G19990	E3 ubiquitin-protein ligase	1.000000	0.889802	1.048982	1.623727	1.392820	0.909945	0.231247
AT4G10310	Sodium transporter	1.000000	-0.204309	1.040967	2.620636	2.386464	-0.071804	-2.355217
AT2G39705	RTFL8	1.000000	0.868972	1.276998	1.596646	1.791478	0.933907	0.031271
AT4G25810	Probable xyloglucan endotransglucosylase/hydrolase protein 23	1.000000	2.929237	3.038523	3.693870	3.605161	2.889142	2.429580
AT3G10450	SCPL7	1.000000	0.922318	1.046552	1.599732	1.491653	0.805676	0.405013
AT1G05530	UDP-glycosyltransferase 75B2	1.000000	1.056602	0.727675	2.949337	2.183961	0.677121	-0.820660
AT4G25430	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G51850.1); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink).	1.000000	-1.016434	-1.019077	-0.098042	-0.529181	-1.393943	-1.692656
AT2G48150	Glutathione peroxidase	1.000000	1.192155	1.794855	2.810758	2.140915	1.764603	-0.739060
AT1G55990	Glycine-rich protein	1.000000	0.484239	0.810117	2.063505	1.243724	0.736399	-1.167478
AT2G18550	Homeobox-leucine zipper protein ATHB-21	1.000000	0.884573	1.022280	1.749384	1.330316	0.515216	-3.186455
AT4G34950	Major facilitator family protein	1.000000	0.061800	0.201308	1.351942	2.121084	0.474951	-1.826459
AT3G26150	Cytochrome P450 71B16	1.000000	1.109395	1.723041	2.500708	3.125295	2.037066	0.094018
AT5G58787	Putative uncharacterized protein At5g58787	1.000000	0.758463	1.262090	1.543850	1.745498	1.171719	0.004989
AT2G47190	MYB2	1.000000	3.854199	2.534143	4.267304	5.669713	3.876895	0.791217
AT5G19230	Uncharacterized GPI-anchored protein At5g19230	1.000000	1.137561	0.957563	1.414835	3.114964	0.886547	-2.262577
AT4G38060	AT4G38060 protein	1.000000	-0.739706	1.629765	1.003560	1.199131	1.604097	-0.291804
AT5G51810	Gibberellin 20 oxidase 2	1.000000	-1.601028	0.561799	0.407411	1.402642	1.158081	-1.126429
AT4G10250	22.0 kDa heat shock protein	1.000000	-1.500964	3.096216	4.299552	3.678182	4.374731	-1.067623
AT2G39980	At2g39980/T28M21.14	1.000000	-0.285723	1.567487	2.135499	2.215012	1.650491	-0.090175
AT2G15880	Pollen-specific leucine-rich repeat extensin-like protein 3	1.000000	-2.352449	1.608987	1.335564	1.728753	0.893182	-1.334927
AT1G17870	Probable zinc metallopeptidase EGY3, chloroplastic	1.000000	-0.164646	1.960599	1.557900	2.056568	1.546625	0.571363
AT4G37310	Cytochrome P450, family 81, subfamily H, polypeptide 1	1.000000	0.466249	1.667771	2.056834	3.377575	2.872592	1.831408
AT3G49120	Peroxidase	1.000000	0.632078	1.597669	2.248289	3.464283	2.820233	2.146260
AT4G20790	Leucine-rich repeat protein kinase	1.000000	0.316982	0.980902	2.636382	3.629603	2.954882	2.370936
AT3G27970	At3g27970	1.000000	-1.293328	-0.360112	1.002506	1.896242	1.189884	0.588596
AT1G76650	Calcium-binding protein CML38	1.000000	-0.502237	0.852795	2.798961	3.843503	2.681704	1.944757
AT1G17020	Protein SRG1	1.000000	-0.602625	0.341181	1.904769	2.555730	1.651227	1.420101
AT5G25180	Cytochrome P450 71B14	1.000000	-1.325972	1.186959	2.127806	2.882762	3.054992	1.871492
AT1G02660	Alpha/beta-Hydrolases superfamily protein	1.000000	-0.549885	1.210323	1.830332	1.785799	1.742692	1.295032
AT5G57380	Protein VERNALIZATION INSENSITIVE 3	1.000000	-0.213821	1.005080	2.775776	3.309898	1.157686	1.378768
AT5G44430	PDF1.2c	1.000000	-0.058886	1.198674	2.304259	2.500903	1.373519	1.349378
AT4G18170	Probable WRKY transcription factor 28	1.000000	-0.260098	0.383702	1.648752	2.394284	1.071031	0.749595
AT3G51910	Heat stress transcription factor A-7a	1.000000	0.130291	0.954069	2.079340	3.213972	1.965904	1.018607
AT4G27260	Indole-3-acetic acid-amido synthetase GH3.5	1.000000	-2.071277	0.865313	2.549790	3.434684	1.410213	-0.267004
AT3G44290	NAC domain-containing protein 60	1.000000	-0.748478	0.679281	1.749866	1.761110	1.027478	0.227304
AT4G36500	Putative uncharacterized protein AT4g36500	1.000000	1.174724	1.842210	2.917425	2.919483	2.284962	1.520523
AT4G01360	BYPASS1-related protein	1.000000	-0.032698	1.080891	3.238270	3.650381	2.347719	0.825790
AT4G26250	Galactinol synthase 6	1.000000	-0.266331	0.996855	3.454246	4.141879	2.259608	1.091957
AT1G11530	CXXS1	1.000000	-1.565337	0.179573	1.394243	1.870206	1.383015	0.080277
AT2G40000	Nematode resistance protein-like HSPRO2	1.000000	-1.186372	1.575842	1.776809	2.321530	0.882803	0.759124
AT3G11020	Dehydration-responsive element-binding protein 2B	1.000000	0.469916	1.714403	4.957715	3.999977	2.424440	1.861073
AT1G29000	Heavy metal-associated isoprenylated plant protein 4	1.000000	-1.113475	-0.455216	3.144567	1.324935	0.113436	-0.204497
AT1G15330	SNF1-related protein kinase regulatory subunit gamma-like PV42a	1.000000	-0.731476	1.477760	2.946623	2.457252	1.213744	0.002013
AT3G05960	Sugar transport protein 6	1.000000	0.586871	0.339433	1.872438	1.574632	2.225832	2.306808
AT2G16890	UDP-glycosyltransferase 90A1	1.000000	0.828149	0.547090	2.122119	2.065923	2.406723	3.019203
AT4G34150	AT4g34150/F28A23_90	1.000000	0.795991	0.840974	1.901616	2.333943	2.196779	1.901771
AT2G32680	Putative disease resistance protein	1.000000	-0.352898	0.379497	1.120894	1.962652	1.576035	1.833823
AT2G34360	Protein DETOXIFICATION 15	1.000000	0.602643	0.751346	1.261000	1.642219	1.368820	1.747096
AT5G59530	1-aminocyclopropane-1-carboxylate oxidase homolog 11	1.000000	0.223927	0.465914	1.144757	1.626157	1.226081	1.382818
AT1G01030	NGA3	1.000000	-0.455051	-0.285911	0.903382	1.415010	1.081894	1.303611
AT1G59700	Glutathione S-transferase U16	1.000000	0.539764	0.589420	1.233683	1.861172	1.337787	1.617371
AT5G24600	At5g24600	1.000000	1.455069	1.770210	4.397425	3.426789	2.935669	2.865694
AT5G56075	Domain of unknown function (DUF2431)	1.000000	-0.290508	0.220156	2.227607	1.628108	1.329126	1.197036
AT2G33100	Glycosyltransferase	1.000000	1.508357	2.104442	4.343640	4.335108	3.332820	3.083845
AT3G12060	TBL1	1.000000	0.190266	0.306835	1.558548	1.538543	1.295155	1.060387
AT2G35140	DCD (Development and Cell Death) domain protein	1.000000	-0.126832	-0.384886	1.701108	1.891852	1.065037	0.820799
AT1G58470	RNA-binding protein 1	1.000000	-0.095573	-0.052266	1.520669	1.490989	1.171695	1.396773
AT3G19000	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	1.000000	0.212304	0.061103	2.898828	2.443941	2.498535	2.261498
AT3G61980	Putative uncharacterized protein At3g61980	1.000000	1.026766	0.810672	2.502196	2.307981	2.429692	2.343471
AT5G39110	Germin-like protein subfamily 1 member 14	1.000000	-0.595385	0.547345	4.398913	2.314044	2.247741	3.017839
AT1G25275	AT1G25275 protein	1.000000	0.076222	0.761892	1.487990	1.196761	0.792550	1.119389
AT5G22500	Fatty acyl-CoA reductase 1	1.000000	-1.956989	1.776050	0.279684	1.361646	1.699685	0.799753
AT1G72150	Patellin-1	1.000000	-1.100651	1.198322	0.121246	0.594146	1.096781	0.458029
AT5G04770	Cationic amino acid transporter 6, chloroplastic	1.000000	-2.434354	2.281883	0.658730	0.808991	1.027889	0.458652
AT3G16210	Putative F-box protein At3g16210	1.000000	-0.677797	3.108050	2.413989	2.805888	3.877569	2.472293
AT4G17550	Putative glycerol-3-phosphate transporter 4	1.000000	-0.102859	1.751116	2.009068	1.849421	2.526708	1.857781
AT3G14770	Bidirectional sugar transporter SWEET	1.000000	-1.662290	0.719982	2.483326	2.012506	4.032966	1.413399
AT3G51840	Acyl-coenzyme A oxidase 4, peroxisomal	1.000000	0.183359	1.175021	1.931799	1.585429	2.636956	1.184687
AT4G19860	Lecithin-cholesterol acyltransferase-like 4	1.000000	-0.204719	1.156239	1.864895	1.091462	2.733073	1.283334
AT2G38400	Alanine:glyoxylate aminotransferase 3	1.000000	-0.445049	1.359139	2.238856	1.466543	3.234722	1.324336
AT2G41190	Expressed protein	1.000000	-0.318252	2.003885	2.339386	1.546279	3.660424	1.338436
AT5G23050	Probable acyl-activating enzyme 17, peroxisomal	1.000000	-0.234818	1.461747	1.879711	1.465876	2.526435	1.014853
AT5G04040	SDP1	1.000000	-0.918454	1.331891	1.602696	1.581388	2.984108	1.298621
AT4G34030	Methylcrotonoyl-CoA carboxylase beta chain, mitochondrial	1.000000	-1.100794	2.363452	2.223498	2.514924	4.201868	1.394078
AT1G11310	MLO-like protein	1.000000	-0.359718	1.149677	1.057528	1.332029	2.154589	0.786712
AT2G17070	Putative uncharacterized protein	1.000000	-2.660309	0.052342	-0.105430	-0.080984	1.149034	-1.257141
AT3G61060	Phloem protein 2-A13	1.000000	-0.094761	1.177438	1.563379	1.064934	1.390087	0.797616
AT1G23870	Glycosyltransferase	1.000000	-1.622387	1.616325	1.517574	1.182517	2.157789	0.478885
AT1G27110	Putative uncharacterized protein	1.000000	-1.819908	5.526435	6.371948	4.289999	7.734816	3.020287
AT1G02610	RING/FYVE/PHD zinc finger-containing protein	1.000000	-1.448304	2.933010	3.516941	2.516892	3.817373	1.683204
AT4G33985	Putative uncharacterized protein At4g33990	1.000000	-1.245645	2.106477	0.880216	0.776606	2.057430	0.452826
AT5G07390	Respiratory burst oxidase homolog protein A	1.000000	-1.369707	1.086777	0.418297	0.060974	1.331689	0.560523
AT4G14250	structural constituent of ribosome	1.000000	-0.868819	1.885987	1.253833	0.791779	1.865405	1.111061
AT3G61290	Glycosyltransferase	1.000000	-1.169588	1.383938	0.915827	0.692587	2.208460	1.008920
AT1G10220	BEST Arabidopsis thaliana protein match is: ZCF37 (TAIR:AT1G59590.1); Has 43 Blast hits to 43 proteins in 15 species: Archae - 0; Bacteria - 2; Metazoa - 7; Fungi - 0; Plants - 27; Viruses - 0; Other Eukaryotes - 7 (source: NCBI BLink).	1.000000	-0.945386	3.991941	3.154233	2.358795	5.625639	2.641473
AT5G43060	Probable cysteine protease RD21B	1.000000	-1.261579	1.532506	1.220449	0.409041	2.264682	0.788220
AT5G43120	ARM-repeat/Tetratricopeptide repeat (TPR)-like protein	1.000000	-2.163144	1.099917	0.302628	-0.497268	1.579627	-0.364691
AT1G33612	Leucine-rich repeat (LRR) family protein	1.000000	-0.451822	2.193025	1.395855	1.411867	3.419847	1.139251
AT4G28560	RIC7	1.000000	-2.512035	-0.753326	-1.208417	-1.209066	-0.018628	-1.330928
AT3G15760	At3g15760	1.000000	-0.415695	0.271288	1.263444	1.742425	2.030899	0.820849
AT4G33920	APD5	1.000000	-0.025494	0.377375	1.731471	1.963260	2.102929	1.117366
AT4G34120	LEJ1	1.000000	-0.094274	0.228669	0.933933	1.807881	1.891951	1.010925
AT3G06780	F3E22.8 protein	1.000000	-0.338333	0.616115	1.353181	2.241664	2.389587	1.487454
AT1G03390	F21B7.2	1.000000	0.408603	1.541409	2.276750	3.853856	3.958209	2.732960
AT5G55970	Putative uncharacterized protein	1.000000	-0.257024	0.701742	1.568316	1.797739	2.401599	0.908863
AT5G13180	NAC domain-containing protein 83	1.000000	0.013079	0.607333	1.156570	1.451921	1.978069	0.866749
AT4G03510	E3 ubiquitin-protein ligase RMA1	1.000000	-0.662130	0.965732	2.050438	2.837105	3.926202	1.340564
AT5G53050	Putative uncharacterized protein	1.000000	-0.144620	0.551178	1.961596	2.974219	4.149373	1.724204
AT4G37610	BTB/POZ and TAZ domain-containing protein 5	1.000000	-0.689528	0.386675	0.919439	1.791297	2.958131	1.046361
AT1G73165	CLAVATA3/ESR (CLE)-related protein 1	1.000000	-0.397342	1.001151	1.782129	2.843667	4.111286	1.645637
AT2G43400	Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial	1.000000	-0.234117	1.106464	1.522134	2.397693	3.610463	1.413176
AT5G61560	U-box domain-containing protein kinase family protein	1.000000	-0.866458	0.641093	1.359632	2.602381	3.335897	1.441343
AT2G37280	pleiotropic drug resistance 5	1.000000	0.023100	0.537851	1.089763	1.617694	1.805101	0.986543
AT4G36710	HAM4	1.000000	-0.309832	0.377519	1.013861	1.541572	1.862813	0.949061
AT4G36820	Calcium uniporter protein 1, mitochondrial	1.000000	-0.791549	0.905511	2.436832	3.646347	5.273028	2.446200
AT4G39890	RABH1c	1.000000	0.743997	1.245472	1.123519	1.321131	2.360106	1.528604
AT1G54070	Dormancy-associated protein homolog 4	1.000000	-0.044140	1.257360	1.534817	1.530216	3.911759	1.358679
AT5G15870	Glycosyl hydrolase family 81 protein	1.000000	-0.119350	1.448569	1.116708	1.399692	3.317401	1.123613
AT1G67070	Mannose-6-phosphate isomerase 2	1.000000	-0.870107	1.262829	2.249845	2.663525	5.518842	1.723405
AT1G80460	Glycerol kinase	1.000000	-0.304338	0.921556	1.376160	1.093553	3.189688	1.490215
AT5G07430	Probable pectinesterase 50	1.000000	0.841957	3.424901	3.688528	3.567831	6.343057	3.951704
AT4G35860	Ras-related protein RABB1b	1.000000	-0.102001	0.931091	1.053100	1.280154	2.509465	1.128902
AT2G45170	Autophagy-related protein	1.000000	-0.726884	1.093058	1.124202	1.620230	3.950559	1.492697
AT1G17340	Phosphoinositide phosphatase SAC5	1.000000	-0.368727	1.178100	1.032868	1.291784	3.410769	1.636672
AT3G59350	Protein kinase superfamily protein	1.000000	-0.305801	0.921585	1.345867	1.517223	2.737639	1.377123
AT4G18050	P-glycoprotein  9	1.000000	0.245717	1.057562	1.311922	1.528540	2.532889	1.560021
AT5G65110	Acyl-coenzyme A oxidase 2, peroxisomal	1.000000	-0.491105	0.738627	1.130174	1.370569	2.984880	1.584220
AT5G56550	Emb|CAB83157.1	1.000000	-2.171717	0.762415	0.587741	1.680504	3.228062	1.222346
AT4G21323	Subtilase family protein	1.000000	-1.335665	1.154954	0.865729	1.994422	3.093118	1.320498
AT3G15450	AT3g15450/MJK13_11	1.000000	-1.632182	1.293943	0.679449	1.626068	3.585372	1.211911
