Gene.ID	Root.1.hr.log2FoldChange	padj	Bnapus_gene_name	Bnapus_gene_symbol	Bnapus_position	Bnapus_description	Athaliana_gene	Athaliana_gene_symbol	Athaliana_position	Athaliana_description	pident	evalue	bitscore	top2_bitscore_diff	GO_id	INTERPRO_id
GSBRNA2T00001459001	-0.896922638	0.015390696	CDY09211	BnaA02g06370D	supercontig:AST_PRJEB5043_v1:LK031993:750851:753133:-1	BnaA02g06370D protein	AT1G07920	A1	chromosome:TAIR10:1:2454771:2457321:1	Elongation factor 1-alpha 4	92.998	0	1626	11	GO:0003746;GO:0003924;GO:0005525;GO:0005737;GO:0006414	IPR000795;IPR004160;IPR004161;IPR004539;IPR009000;IPR009001
GSBRNA2T00001495001	-1.602959138	0.000176916	CDY09241	BnaA02g06670D	supercontig:AST_PRJEB5043_v1:LK031993:910365:910848:-1	Histone H2B	AT5G59910	HTB4	chromosome:TAIR10:5:24126877:24128162:1	Histone H2B	85.856	5.72e-118	424	80	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982	IPR000558;IPR007125;IPR009072
GSBRNA2T00001497001	-1.20758452	0.002605339	CDY09243	BnaA02g06690D	supercontig:AST_PRJEB5043_v1:LK031993:919270:920079:1	Histone H2A	AT5G59870	HTA6	chromosome:TAIR10:5:24115354:24116220:-1	Probable histone H2A.7	86.093	9.71e-136	483	NA	GO:0000786;GO:0003677;GO:0005634;GO:0006334;GO:0046982	IPR002119;IPR007125;IPR009072
GSBRNA2T00001503001	-1.783685704	0.01082766	CDY09249	BnaA02g06750D	supercontig:AST_PRJEB5043_v1:LK031993:926536:928425:1	BnaA02g06750D protein	AT5G59840	NA	chromosome:TAIR10:5:24107215:24109524:-1	Putative GTP-binding protein ara-3	90.937	0	876	166	GO:0003924;GO:0005525;GO:0005622;GO:0006184;GO:0006886;GO:0006913;GO:0007165;GO:0007264;GO:0015031;GO:0016020	IPR001806;IPR002041;IPR003578;IPR003579;IPR005225;IPR020849;IPR024156
GSBRNA2T00001506001	5.415631683	6.31e-08	CDY09252	BnaA02g06780D	supercontig:AST_PRJEB5043_v1:LK031993:931716:932189:-1	BnaA02g06780D protein	AT5G59820	ZAT12	chromosome:TAIR10:5:24102814:24103794:1	Zinc finger protein ZAT12	84.76	1.04e-130	466	NA	GO:0005622;GO:0008270	IPR007087;IPR015880
GSBRNA2T00001577001	-1.376953807	0.023061009	CDY09287	BnaC03g63170D	supercontig:AST_PRJEB5043_v1:LK031994:381751:385490:-1	Pectin acetylesterase	AT4G19410	NA	chromosome:TAIR10:4:10582021:10585758:-1	Pectin acetylesterase	90.221	0	1535	NA	NA	IPR004963
GSBRNA2T00001732001	-1.857094051	0.020017264	CDY17556	BnaC01g26800D	supercontig:AST_PRJEB5043_v1:LK032075:516818:518232:1	BnaC01g26800D protein	AT1G54780	TLP18.3	chromosome:TAIR10:1:20439383:20441159:1	TLP18.3	86.195	0	920	NA	NA	IPR007621
GSBRNA2T00001794001	-1.052160932	0.044688976	CDY17592	BnaA06g34110D	supercontig:AST_PRJEB5043_v1:LK032076:303:4989:-1	BnaA06g34110D protein	AT2G02480	STI	chromosome:TAIR10:2:660655:665635:1	Protein STICHEL	89.972	0	3212	1913	GO:0003677;GO:0003887;GO:0005524;GO:0006260;GO:0009360	IPR008921;IPR012763;IPR022754
GSBRNA2T00001801001	1.244900854	0.004984881	CDY17597	BnaA06g34160D	supercontig:AST_PRJEB5043_v1:LK032076:39601:42098:-1	BnaA06g34160D protein	AT2G02390	ATGSTZ1	chromosome:TAIR10:2:628730:631165:1	glutathione S-transferase zeta 1	87.832	0	752	114	GO:0003824;GO:0005515;GO:0005737;GO:0009072	IPR004045;IPR005955;IPR010987;IPR012336;IPR017933
GSBRNA2T00001802001	2.690622107	1.28e-05	CDY17598	BnaA06g34170D	supercontig:AST_PRJEB5043_v1:LK032076:42515:44239:-1	BnaA06g34170D protein	AT2G02370	NA	chromosome:TAIR10:2:621180:623285:1	At2g02370/T16F16.16	86.538	0	1014	NA	NA	IPR015414
GSBRNA2T00001804001	1.352206763	0.039447748	CDY17600	BnaA06g34190D	supercontig:AST_PRJEB5043_v1:LK032076:49427:50729:1	BnaA06g34190D protein	AT2G02240	MEE66	chromosome:TAIR10:2:592160:593724:-1	F-box protein At2g02240	80.4	1.42e-171	603	464	GO:0005515	IPR001810;IPR025886
GSBRNA2T00001821001	-2.024684774	2.76e-07	CDY17613	BnaA06g34320D	supercontig:AST_PRJEB5043_v1:LK032076:102036:102941:-1	BnaA06g34320D protein	AT2G02100	PDF2.2	chromosome:TAIR10:2:528179:529186:1	PDF2.2	91.453	1.12e-87	322	NA	GO:0006952	IPR003614;IPR008176;IPR008177
GSBRNA2T00001829001	4.054520611	1.82e-14	CDY17619	BnaA06g34380D	supercontig:AST_PRJEB5043_v1:LK032076:146856:149729:-1	BnaA06g34380D protein	AT2G02040	NPF8.3	chromosome:TAIR10:2:487398:489941:1	Protein NRT1/ PTR FAMILY 8.3	88.711	0	2054	1562	GO:0005215;GO:0006810;GO:0006857;GO:0016020	IPR000109;IPR016196;IPR018456
GSBRNA2T00001832001	-1.651176086	0.014522543	CDY17621	BnaA06g34400D	supercontig:AST_PRJEB5043_v1:LK032076:163582:166986:-1	BnaA06g34400D protein	AT2G01950	BRL2	chromosome:TAIR10:2:440624:444324:-1	Leucine-rich repeat receptor-like protein kinase	88.516	0	3858	NA	GO:0004672;GO:0004674;GO:0004713;GO:0005515;GO:0005524;GO:0006468	IPR000719;IPR001611;IPR002290;IPR003591;IPR008271;IPR011009;IPR013210;IPR013320;IPR017441;IPR020635
GSBRNA2T00001837001	-2.379441945	3.09e-07	CDY17624	BnaA06g34430D	supercontig:AST_PRJEB5043_v1:LK032076:191323:194621:-1	BnaA06g34430D protein	AT2G01910	MAP65-6	chromosome:TAIR10:2:417427:420588:1	65-kDa microtubule-associated protein 6	90.104	0	2372	937	GO:0000226;GO:0000910;GO:0008017	IPR007145
GSBRNA2T00001843001	1.215434912	0.026055893	CDY17630	BnaA06g34490D	supercontig:AST_PRJEB5043_v1:LK032076:216065:218417:-1	Xyloglucan endotransglucosylase/hydrolase	AT2G01850	XTH27	chromosome:TAIR10:2:385171:387478:1	Probable xyloglucan endotransglucosylase/hydrolase protein 27	88.036	0	1186	NA	GO:0005618;GO:0005975;GO:0006073;GO:0016762;GO:0048046	IPR000757;IPR008985;IPR010713;IPR013320;IPR016455
GSBRNA2T00001845001	-1.360227909	0.002018817	CDY17631	BnaA06g34500D	supercontig:AST_PRJEB5043_v1:LK032076:228474:233778:1	BnaA06g34500D protein	AT2G01830	AHK4	chromosome:TAIR10:2:362995:367977:-1	Histidine kinase 4	86.052	0	3153	NA	GO:0000155;GO:0000156;GO:0000160;GO:0004871;GO:0005524;GO:0007165;GO:0016020;GO:0016310	IPR001789;IPR003594;IPR003661;IPR004358;IPR005467;IPR006189;IPR009082;IPR011006
GSBRNA2T00001885001	-2.088807779	2.87e-05	CDY17667	BnaA06g34860D	supercontig:AST_PRJEB5043_v1:LK032076:483001:483889:-1	BnaA06g34860D protein	AT2G01520	MLP328	chromosome:TAIR10:2:235925:237253:1	MLP-like protein 328	88.816	4.46e-159	560	94	GO:0006952;GO:0009607	IPR000916;IPR023393;IPR024948
GSBRNA2T00001893001	1.055256227	0.014735561	CDY17674	BnaA06g34930D	supercontig:AST_PRJEB5043_v1:LK032076:536216:539016:1	Mitogen-activated protein kinase	AT2G01450	MPK17	chromosome:TAIR10:2:199511:203126:-1	Mitogen-activated protein kinase	90.587	0	1936	1372	GO:0004672;GO:0004707;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR003527;IPR011009;IPR017441;IPR020635
GSBRNA2T00001901001	2.020730302	0.015577633	CDY17681	BnaA06g35000D	supercontig:AST_PRJEB5043_v1:LK032076:564986:566289:-1	BnaA06g35000D protein	AT2G01340	At17.1	chromosome:TAIR10:2:163954:165290:1	At2g01340	82.982	8.31e-163	573	NA	NA	IPR025322
GSBRNA2T00001914001	-1.604449513	0.016282568	CDY17693	BnaA06g35120D	supercontig:AST_PRJEB5043_v1:LK032076:619534:620218:-1	BnaA06g35120D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515;GO:0008270	IPR001841;IPR013083
GSBRNA2T00001927001	3.220206049	3.76e-06	CDY17704	BnaA06g35230D	supercontig:AST_PRJEB5043_v1:LK032076:663444:665636:-1	BnaA06g35230D protein	AT5G47800	NA	chromosome:TAIR10:5:19354097:19356438:1	Phototropic-responsive NPH3 family protein	89.053	0	2084	NA	GO:0005515	IPR000210;IPR011333;IPR013069;IPR027356
GSBRNA2T00001934001	1.998684667	0.030744723	CDY17709	BnaA06g35280D	supercontig:AST_PRJEB5043_v1:LK032076:682943:683934:-1	BnaA06g35280D protein	AT5G47740	NA	chromosome:TAIR10:5:19338511:19339775:1	Adenine nucleotide alpha hydrolases-like superfamily protein	84.375	0	710	NA	GO:0006950	IPR006016;IPR014729
GSBRNA2T00001957001	1.543568273	0.006289385	CDY17732	BnaC08g21400D	supercontig:AST_PRJEB5043_v1:LK032077:19671:20278:1	BnaC08g21400D protein	AT3G49845	NA	chromosome:TAIR10:3:18487411:18488298:1	WIH3	84.17	4.41e-63	241	NA	NA	NA
GSBRNA2T00001972001	-1.72363183	0.035722307	CDY17741	BnaC08g21490D	supercontig:AST_PRJEB5043_v1:LK032077:129801:130620:1	BnaC08g21490D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR004883
GSBRNA2T00002000001	2.380145085	0.000346263	CDY17756	BnaC08g21640D	supercontig:AST_PRJEB5043_v1:LK032077:380662:381327:1	BnaC08g21640D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003677;GO:0003700	IPR001471;IPR016177
GSBRNA2T00002102001	2.672400046	0.001333057	CDY17818	BnaC08g04320D	supercontig:AST_PRJEB5043_v1:LK032078:218886:220290:-1	BnaC08g04320D protein	AT4G31980	NA	chromosome:TAIR10:4:15464642:15469204:1	Putative uncharacterized protein AT4g31980	83.008	0	641	NA	NA	IPR004158
GSBRNA2T00002171001	6.598024103	9.04e-09	CDY17847	BnaC04g03720D	supercontig:AST_PRJEB5043_v1:LK032079:25587:28539:-1	BnaC04g03720D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003824;GO:0005975	IPR001360;IPR013781;IPR017853;IPR018120
GSBRNA2T00002189001	1.96792967	1.48e-05	CDY17855	BnaC04g03640D	supercontig:AST_PRJEB5043_v1:LK032079:83940:84668:1	BnaC04g03640D protein	AT2G44370	NA	chromosome:TAIR10:2:18321951:18323121:-1	At2g44370	83.245	0	665	280	GO:0047134;GO:0055114	IPR011424
GSBRNA2T00002213001	-5.741671105	0.002925656	CDY17874	BnaC04g03450D	supercontig:AST_PRJEB5043_v1:LK032079:225162:233366:-1	BnaC04g03450D protein	AT2G44220	NA	chromosome:TAIR10:2:18283789:18285837:1	Protein of Unknown Function (DUF239)	88.406	0	749	422	NA	IPR004314;IPR025521
GSBRNA2T00002215001	-4.818876444	1.8e-08	CDY17875	BnaC04g03440D	supercontig:AST_PRJEB5043_v1:LK032079:250903:253160:-1	BnaC04g03440D protein	AT2G44220	NA	chromosome:TAIR10:2:18283789:18285837:1	Protein of Unknown Function (DUF239)	86.326	0	1315	742	NA	IPR004314;IPR025521
GSBRNA2T00002216001	1.482918002	0.050935225	CDY17876	BnaC04g03430D	supercontig:AST_PRJEB5043_v1:LK032079:255536:257792:-1	BnaC04g03430D protein	AT2G44210	NA	chromosome:TAIR10:2:18280580:18283014:1	AT2G44210 protein	90.177	0	1613	1291	NA	IPR004314;IPR025521
GSBRNA2T00002231001	5.252126845	8.49e-06	CDY17888	BnaC04g03310D	supercontig:AST_PRJEB5043_v1:LK032079:335930:336259:-1	BnaC04g03310D protein	AT2G44080	ARL	chromosome:TAIR10:2:18236789:18238173:1	ARGOS-like protein	84.564	5.93e-77	287	NA	NA	NA
GSBRNA2T00002234001	2.80640915	0.000293788	CDY17891	BnaC04g03280D	supercontig:AST_PRJEB5043_v1:LK032079:358176:358478:-1	BnaC04g03280D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00002241001	8.001393504	4.1e-08	CDY17898	BnaC04g03210D	supercontig:AST_PRJEB5043_v1:LK032079:376624:377975:1	BnaC04g03210D protein	AT2G43940	HOL3	chromosome:TAIR10:2:18195677:18197767:-1	HOL3	78.12	5.16e-100	364	NA	GO:0008757	IPR008854
GSBRNA2T00002254001	3.528828103	1.42e-10	CDY17908	BnaC04g03110D	supercontig:AST_PRJEB5043_v1:LK032079:422285:423897:-1	Glycosyltransferase	AT2G43820	UGT74F2	chromosome:TAIR10:2:18152078:18153908:1	Glycosyltransferase	88.672	0	1622	NA	GO:0008152	IPR002213
GSBRNA2T00002255001	-1.216830395	0.042706219	CDY17909	BnaC04g03100D	supercontig:AST_PRJEB5043_v1:LK032079:426089:429057:-1	Formin-like protein	AT2G43800	FH2	chromosome:TAIR10:2:18145439:18149031:1	Formin-like protein	84.359	0	1328	NA	GO:0003779;GO:0016043;GO:0030036	IPR003104;IPR015425
GSBRNA2T00002260001	1.209435993	0.028794889	CDY17913	BnaC04g03060D	supercontig:AST_PRJEB5043_v1:LK032079:442658:443779:-1	Molybdopterin synthase catalytic subunit	AT2G43760	MOCS2	chromosome:TAIR10:2:18132484:18134068:1	Molybdopterin synthase catalytic subunit	87.556	2.54e-147	521	NA	GO:0006777	IPR003448
GSBRNA2T00002269001	3.923820322	1.12e-18	CDY17920	BnaC04g02990D	supercontig:AST_PRJEB5043_v1:LK032079:567015:567640:-1	BnaC04g02990D protein	AT2G43510	ATTI1	chromosome:TAIR10:2:18066960:18067860:1	TI1	90.496	4.64e-87	320	NA	GO:0005576;GO:0006952;GO:0008200	IPR002061;IPR003614
GSBRNA2T00002270001	3.039802166	0.000132678	CDY17921	BnaC04g02980D	supercontig:AST_PRJEB5043_v1:LK032079:567826:571290:-1	BnaC04g02980D protein	AT2G43500	NA	chromosome:TAIR10:2:18061716:18066692:1	Plant regulator RWP-RK family protein	90.462	3.31e-127	457	104	GO:0005515	IPR000270;IPR003035
GSBRNA2T00002272001	1.902328902	0.029121854	CDY17923	BnaC04g02960D	supercontig:AST_PRJEB5043_v1:LK032079:590614:592426:1	BnaC04g02960D protein	AT4G37470	KAI2	chromosome:TAIR10:4:17616659:17618656:-1	KAI2	87.069	0	911	NA	NA	NA
GSBRNA2T00002293001	4.836078322	0.015638509	CDY17939	BnaC04g02800D	supercontig:AST_PRJEB5043_v1:LK032079:675076:679239:-1	BnaC04g02800D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00002305001	2.347988767	1.03e-07	CDY17946	BnaC04g02730D	supercontig:AST_PRJEB5043_v1:LK032079:727507:729309:-1	BnaC04g02730D protein	AT2G43120	NA	chromosome:TAIR10:2:17927217:17929138:1	RmlC-like cupins superfamily protein	90.176	0	1249	NA	NA	IPR003829;IPR008778;IPR011051;IPR012093;IPR014710
GSBRNA2T00002316001	1.124171509	0.004180137	CDY17952	BnaC03g30240D	supercontig:AST_PRJEB5043_v1:LK032080:49722:52322:-1	BnaC03g30240D protein	AT4G03260	NA	chromosome:TAIR10:4:1428102:1431829:1	At4g03260	86.318	0	1269	NA	GO:0005515	IPR001611;IPR003591;IPR025875
GSBRNA2T00002332001	1.311932489	0.003694107	CDY17964	BnaC03g30360D	supercontig:AST_PRJEB5043_v1:LK032080:186137:191550:1	Serine/threonine-protein phosphatase	AT4G03080	BSL1	chromosome:TAIR10:4:1359655:1365498:-1	Serine/threonine-protein phosphatase BSL1	90.684	0	3509	NA	GO:0004721;GO:0005506;GO:0005515;GO:0016787;GO:0030145	IPR004843;IPR006186;IPR012391;IPR015915;IPR015916
GSBRNA2T00002334001	-2.056400123	0.000190348	CDY17965	BnaC03g30370D	supercontig:AST_PRJEB5043_v1:LK032080:197402:199016:-1	BnaC03g30370D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00002339001	-1.306609603	0.045290444	CDY17969	BnaC03g30410D	supercontig:AST_PRJEB5043_v1:LK032080:235389:236746:-1	BnaC03g30410D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00002358001	0.995936125	0.020843686	CDY17983	BnaC03g30550D	supercontig:AST_PRJEB5043_v1:LK032080:330097:333081:-1	BnaC03g30550D protein	AT4G02880	NA	chromosome:TAIR10:4:1274465:1278718:1	unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G03290.2); Has 30201 Blast hits to 17322 proteins in 780 species: Archae - 12; Bacteria - 1396; Metazoa - 17338; Fungi - 3422; Plants - 5037; Viruses - 0; Other Eu /.../es - 2996 (source: NCBI BLink).	81.947	0	1031	NA	NA	NA
GSBRNA2T00002363001	-2.84883856	0.030431032	CDY17985	BnaC03g30570D	supercontig:AST_PRJEB5043_v1:LK032080:345803:347437:1	BnaC03g30570D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0003824;GO:0009058	IPR003719
GSBRNA2T00002403001	3.297146901	1.08e-05	CDY18015	BnaC03g30870D	supercontig:AST_PRJEB5043_v1:LK032080:540241:541603:1	BnaC03g30870D protein	AT4G02520	GSTF2	chromosome:TAIR10:4:1110343:1112033:-1	Glutathione S-transferase F2	89.423	0	787	2	GO:0005515	IPR004045;IPR004046;IPR010987;IPR012336;IPR017933
GSBRNA2T00002404001	6.206058815	7.37e-19	CDY18016	BnaC03g30880D	supercontig:AST_PRJEB5043_v1:LK032080:544282:552684:1	BnaC03g30880D protein	AT2G02930	GSTF3	chromosome:TAIR10:2:851156:852321:-1	Glutathione S-transferase F3	90.333	0	826	11	GO:0005515	IPR004045;IPR004046;IPR010987;IPR012336;IPR017933
GSBRNA2T00002424001	-2.096119297	0.043501938	CDY18027	BnaC03g30990D	supercontig:AST_PRJEB5043_v1:LK032080:680311:681648:1	BnaC03g30990D protein	AT4G02270	RHS13	chromosome:TAIR10:4:992111:993039:-1	At4g02270	86.546	1.06e-155	549	NA	NA	IPR006041
GSBRNA2T00002433001	4.37700284	0.015135199	CDY18033	BnaC03g31050D	supercontig:AST_PRJEB5043_v1:LK032080:726685:728244:1	BnaC03g31050D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005216;GO:0006811;GO:0016020;GO:0055085	IPR005821;IPR018490
GSBRNA2T00002480001	-1.117962168	0.045948535	CDY18042	BnaC07g04280D	supercontig:AST_PRJEB5043_v1:LK032081:332181:334890:1	BnaC07g04280D protein	AT2G05920	SBT1.8	chromosome:TAIR10:2:2269315:2272452:-1	Subtilisin-like protease SBT1.8	85.159	0	1740	NA	GO:0004252;GO:0006508;GO:0042802;GO:0043086	IPR000209;IPR003137;IPR009020;IPR010259;IPR015500;IPR023828
GSBRNA2T00002546001	1.079162863	0.022532617	CDY18070	BnaA01g23310D	supercontig:AST_PRJEB5043_v1:LK032082:96025:96920:1	BnaA01g23310D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	IPR007513
GSBRNA2T00002579001	-1.224316938	0.045947241	CDY18087	BnaA01g23480D	supercontig:AST_PRJEB5043_v1:LK032082:267830:269605:-1	BnaA01g23480D protein	AT3G23820	GAE6	chromosome:TAIR10:3:8603212:8605810:1	UDP-glucuronate 4-epimerase 6	87.527	0	1596	NA	GO:0000166;GO:0003824;GO:0005975;GO:0044237;GO:0050662	IPR001509;IPR008089;IPR016040
GSBRNA2T00002612001	1.764134328	0.024213191	CDY18108	BnaA01g23690D	supercontig:AST_PRJEB5043_v1:LK032082:521626:522057:-1	BnaA01g23690D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005515	IPR001012
GSBRNA2T00002613001	3.461702796	3.33e-20	CDY18109	BnaA01g23700D	supercontig:AST_PRJEB5043_v1:LK032082:532089:533935:-1	BnaA01g23700D protein	AT3G23600	NA	chromosome:TAIR10:3:8473627:8476024:1	AT3g23600/MDB19_9	86.6	0	660	NA	GO:0016787	IPR002925
GSBRNA2T00002624001	3.499225983	4.59e-09	CDY18116	BnaA01g23770D	supercontig:AST_PRJEB5043_v1:LK032082:571363:573721:1	Protein DETOXIFICATION	AT3G23560	DTX19	chromosome:TAIR10:3:8453903:8456708:-1	Protein DETOXIFICATION 19	88.085	0	1664	96	GO:0006855;GO:0015238;GO:0015297;GO:0016020;GO:0055085	IPR002528
GSBRNA2T00002625001	3.66564381	1.41e-06	CDY18117	BnaA01g23780D	supercontig:AST_PRJEB5043_v1:LK032082:573769:573969:1	BnaA01g23780D protein	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GSBRNA2T00002639001	-2.618451821	6.42e-06	CDY18123	BnaA01g23840D	supercontig:AST_PRJEB5043_v1:LK032082:686676:693595:1	BnaA01g23840D protein	AT3G23430	PHO1	chromosome:TAIR10:3:8387398:8393467:-1	Phosphate transporter PHO1	88.126	0	1402	NA	GO:0016021	IPR004331;IPR004342
GSBRNA2T00002644001	1.088897927	0.052674849	CDY18127	BnaA01g23880D	supercontig:AST_PRJEB5043_v1:LK032082:719651:722814:-1	BnaA01g23880D protein	AT3G23340	CKL10	chromosome:TAIR10:3:8350803:8354021:1	Casein kinase 1-like protein 10	86.562	0	1437	441	GO:0004672;GO:0004674;GO:0004713;GO:0005524;GO:0006468	IPR000719;IPR002290;IPR008271;IPR011009;IPR017441;IPR020635
GSBRNA2T00002670001	2.427300672	0.005044609	CDY18147	BnaC05g01700D	supercontig:AST_PRJEB5043_v1:LK032083:75472:76851:1	BnaC05g01700D protein	AT1G03070	NA	chromosome:TAIR10:1:729830:731565:1	At1g03070	87.871	0	870	NA	NA	IPR006214
GSBRNA2T00002681001	1.355336608	0.018001829	CDY18157	BnaC05g01800D	supercontig:AST_PRJEB5043_v1:LK032083:106896:108565:-1	BnaC05g01800D protein	AT1G03250	NA	chromosome:TAIR10:1:793318:795376:-1	unknown protein; Has 89 Blast hits to 89 proteins in 31 species: Archae - 0; Bacteria - 0; Metazoa - 31; Fungi - 0; Plants - 48; Viruses - 0; Other Eukaryotes - 10 (source: NCBI BLink).	87.338	0	787	NA	NA	IPR025952
GSBRNA2T00002694001	4.133210202	0.040072667	CDY18170	BnaC05g01930D	supercontig:AST_PRJEB5043_v1:LK032083:141634:143025:-1	BnaC05g01930D protein	AT1G03390	NA	chromosome:TAIR10:1:841033:842418:-1	F21B7.2	86.566	0	1519	NA	NA	IPR003480;IPR023213
GSBRNA2T00002701001	-3.607108394	6.54e-06	CDY18175	BnaC05g01980D	supercontig:AST_PRJEB5043_v1:LK032083:163381:165332:1	BnaC05g01980D protein	AT1G03630	PORC	chromosome:TAIR10:1:907523:909650:1	PORC	88.806	0	1476	NA	GO:0000166;GO:0008152;GO:0016491;GO:0016630;GO:0055114	IPR002198;IPR002347;IPR005979;IPR016040
GSBRNA2T00002718001	1.873057855	0.000587689	CDY18190	BnaC05g02130D	supercontig:AST_PRJEB5043_v1:LK032083:228885:229530:-1	BnaC05g02130D protein	AT1G03850	NA	chromosome:TAIR10:1:975880:977761:-1	Glutaredoxin family protein	81.953	1.38e-104	379	NA	GO:0009055;GO:0015035;GO:0045454	IPR002109;IPR011905;IPR012336
GSBRNA2T00002720001	-3.239712067	2.66e-12	CDY18192	BnaC05g02150D	supercontig:AST_PRJEB5043_v1:LK032083:234173:235038:-1	BnaC05g02150D protein	AT1G03870	FLA9	chromosome:TAIR10:1:982381:983544:-1	At1g03870	84.329	0	728	NA	NA	IPR000782
GSBRNA2T00002734001	2.10348648	6.07e-05	CDY18205	BnaC05g02280D	supercontig:AST_PRJEB5043_v1:LK032083:283504:285174:1	Auxin-responsive protein	AT1G04100	IAA10	chromosome:TAIR10:1:1059470:1061209:1	Auxin-responsive protein IAA10	80.263	1.87e-115	416	NA	GO:0005634;GO:0046983	IPR003311;IPR011525
GSBRNA2T00002745001	1.135538972	0.028243709	CDY18216	BnaC05g02390D	supercontig:AST_PRJEB5043_v1:LK032083:370771:374530:-1	BnaC05g02390D protein	AT1G04280	NA	chromosome:TAIR10:1:1143436:1147091:-1	Putative uncharacterized protein At1g04280	86.295	0	1705	NA	GO:0005524;GO:0016301	IPR010488
GSBRNA2T00002750001	5.575065913	1.74e-10	CDY18221	BnaC05g02440D	supercontig:AST_PRJEB5043_v1:LK032083:393868:396185:1	BnaC05g02440D protein	AT1G04350	NA	chromosome:TAIR10:1:1164910:1167135:1	1-aminocyclopropane-1-carboxylate oxidase homolog 6	82.11	0	896	713	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00002759001	-1.785479229	0.013310687	CDY18229	BnaC05g02520D	supercontig:AST_PRJEB5043_v1:LK032083:433078:436402:-1	BnaC05g02520D protein	AT1G04400	CRY2	chromosome:TAIR10:1:1185556:1188434:-1	Cryptochrome 2	87.086	0	1929	NA	GO:0003913;GO:0006281	IPR002081;IPR005101;IPR006050;IPR014134;IPR014729;IPR018394
GSBRNA2T00002770001	-1.382873678	0.024979266	CDY18240	BnaC05g02630D	supercontig:AST_PRJEB5043_v1:LK032083:476158:478432:1	BnaC05g02630D protein	AT1G04520	CRRSP3	chromosome:TAIR10:1:1231452:1234032:1	Cysteine-rich repeat secretory protein 3	87.16	0	1027	NA	NA	IPR002902
GSBRNA2T00002785001	1.689719948	0.0001976	CDY18255	BnaC05g02780D	supercontig:AST_PRJEB5043_v1:LK032083:558952:560456:-1	BnaC05g02780D protein	AT1G04770	NA	chromosome:TAIR10:1:1336274:1337849:-1	Protein SULFUR DEFICIENCY-INDUCED 2	86.696	0	1005	NA	GO:0005515	IPR001440;IPR011990;IPR013026;IPR019734
GSBRNA2T00002809001	1.331421585	0.005936755	CDY18274	BnaC05g02970D	supercontig:AST_PRJEB5043_v1:LK032083:623235:625839:-1	BnaC05g02970D protein	AT1G04960	NA	chromosome:TAIR10:1:1407785:1410933:-1	Protein of unknown function (DUF1664)	83.665	0	874	NA	NA	IPR012458
GSBRNA2T00002816001	2.42466584	9.31e-07	CDY18281	BnaC05g03040D	supercontig:AST_PRJEB5043_v1:LK032083:663466:665002:-1	BnaC05g03040D protein	AT1G05010	ACO4	chromosome:TAIR10:1:1431177:1433010:-1	1-aminocyclopropane-1-carboxylate oxidase 4	90.806	0	1290	NA	GO:0016491;GO:0055114	IPR005123;IPR026992
GSBRNA2T00002875001	1.638703524	0.040926951	CDY18307	BnaC09g30570D	supercontig:AST_PRJEB5043_v1:LK032084:237198:238229:-1	BnaC09g30570D protein	AT5G54170	NA	chromosome:TAIR10:5:21984878:21987489:-1	Lipid-binding START domain-containing protein	85.67	0	665	NA	NA	IPR002913;IPR023393
GSBRNA2T00002920001	2.360214362	0.011112327	CDY18333	BnaC09g30830D	supercontig:AST_PRJEB5043_v1:LK032084:510488:511030:-1	BnaC09g30830D protein	NA	NA	NA	NA	NA	NA	NA	NA	GO:0005622;GO:0008270	IPR000315
GSBRNA2T00002969001	-1.426201246	0.013979528	CDY51215	BnaA06g39940D	supercontig:AST_PRJEB5043_v1:LK032975:88557:92084:-1	BnaA06g39940D protein	AT1G13860	QUL1	chromosome:TAIR10:1:4743309:4746911:-1	Probable methyltransferase PMT4	83.394	0	1495	248	GO:0008168	IPR004159
GSBRNA2T00002971001	-3.689574137	0.021220149	CDY51216	BnaC09g09710D	supercontig:AST_PRJEB5043_v1:LK032976:11814:14112:1	BnaC09g09710D protein	AT2G18300	NA	chromosome:TAIR10:2:7952667:7954680:-1	Transcription factor bHLH64	84.095	0	924	609	GO:0046983	IPR011598
